日期	金风科技	吉祥航空	保利地产
20200616	-0.006773127	0.013086337	0.013162642
20200617	-0.011718884	0	-0.011768914
20200618	0	-0.003255564	0.017259662
20200619	-0.005911347	0.009735069	-0.003428183
20200622	-0.000988631	-0.008648703	-0.008275909
20200623	-0.01194044	-0.005443672	-0.00904354
20200624	-0.001001502	0	0.029606293
20200629	0	-0.015401845	-0.014349409
20200630	-0.001002506	0.008830079	0.017059438
20200701	0.004004009	0.007662873	0.073044194
20200702	0.019783039	0.029018694	0.029131282
20200703	0.009746666	0.005282632	-0.001222494
20200706	0.051972016	0.043305736	0.095588151
20200707	0.002758622	-0.015251948	-0.018513853
20200708	0.010050336	0.026290695	0.007334307
20200709	0.040967438	0.017804625	0.018931523
20200710	-0.030117422	-0.014815086	-0.038801606
20200713	0.030117422	0.010885808	-0.007482049
20200714	-0.017606089	-0.01287784	-0.022197173
20200715	-0.047281534	0.015826245	-0.028761719
20200716	-0.035058067	-0.039024462	-0.019024814
20200717	0.005769247	-0.018538121	-0.004346483
20200720	0.055932564	0.026668247	0.048582717
20200721	-0.008193036	-0.002026343	-0.015531973
20200722	0.010004631	0.017094433	-0.004223234
20200723	0.032059736	-0.031394984	-0.017688781
20200724	-0.042978862	-0.049562067	-0.023662374
20200727	-0.02971435	-0.009777373	-0.02230102
20200728	-0.004723674	0	0.011531198
20200729	0.019691213	0.016242913	0.006349228
20200730	0.095563376	-0.00646554	-0.017880425
20200731	0.09262149	0.00646554	0.0051414
20200803	0.00842594	0.017039816	0.017789542
20200804	-0.025493849	0.010504298	0.021800926
20200805	0.000782167	-0.007341407	-0.027484553
20200806	-0.035007553	0.02289382	0.006942281
20200807	-0.006498804	-0.002059733	-0.008209708
20200810	-0.007361996	0.013313049	0.03121352
20200811	-0.015722293	-0.001017812	-0.001230012
20200812	-0.021923306	0.047722773	0.018293193
20200813	0.007643349	0.027766264	-0.001814334
20200814	-0.009349834	-0.008534902	0.029817355
20200817	0.027791262	0.012304935	0.022655631
20200818	-0.010856057	-0.021874386	-0.026187123
20200819	-0.028962842	0.046956983	-0.014252023
20200820	-0.012174063	-0.011070224	-0.004195391
20200821	-0.008787403	0.020202707	-0.005420067
20200824	0.007912129	-0.011888572	-0.004842624
20200825	-0.007912129	0.01913498	0.003634165
20200826	-0.026835242	-0.030235927	0.006027746
20200827	0.004522848	-0.019728211	-0.026798193
20200828	0.039810653	0.036333759	0.016529302
20200831	-0.054356364	0	-0.022721272
20200901	-0.03447011	0.004564134	0.006809064
20200902	-0.009523882	0.000910332	0.003694585
20200903	-0.018349139	0.040130218	0.007958414
20200904	-0.000975134	0.094992265	0.004259209
20200907	-0.009804	-0.022508989	0.008464379
20200908	0.019512814	-0.020534602	0
20200909	-0.020498522	-0.028621482	-0.012723589
20200910	-0.025975486	-0.018096142	0.022310241
20200911	0.051293294	0.013817146	-0.011394426
20200914	0.009569451	-0.009478744	-0.001811048
20200915	-0.005730675	0.055569851	0.006624535
20200916	-0.010592299	0.003270649	0.010746372
20200917	-0.004852023	-0.015631746	-0.011947573
20200918	0.005819609	0	0.041783071
20200921	-0.008742163	-0.017566324	-0.01626997
20200922	-0.024692613	-0.082648068	-0.013565528
20200923	0.009950331	-0.008283526	-0.009546612
20200924	-0.018991076	-0.013960208	-0.018760006
20200925	0	0.013035566	-0.029760411
20200928	0.004028203	0.010124339	0.016230069
20200929	0.004012041	-0.011049836	-0.00496587
20200930	0.023739987	-0.000926355	-0.011264199
20201009	0.037414436	-0.000927214	0.010641728
20201012	0.012166739	0.002779066	0.022777224
20201013	0.014774045	-0.016791439	-0.013480596
20201014	0.09522685	-0.030565894	-0.005567599
20201015	0.037616864	-0.000970403	0
20201016	-0.068935547	0.002908388	0.005567599
20201019	-0.031443638	0.011549695	0.004923087
20201020	0.007073416	0.003820444	-0.008631373
20201021	-0.042291502	0.024483332	0.003708286
20201022	-0.00091954	0.056951674	0.005536772
20201023	0.028119767	-0.027618682	0.006116227
20201026	0.025608463	-0.035865913	0.002436055
20201027	-0.030090766	-0.009407407	-0.02400854
20201028	-0.022717924	0.059623342	-0.020775063
20201029	0.095477278	-0.02982598	0.002541297
20201030	-0.033124047	-0.018519048	-0.025708357
20201102	0.011163705	0.004662013	0.008427927
20201103	0.006808537	0.013857035	0.005151331
20201104	0.005076153	-0.006442728	-0.001928641
20201105	0.010910725	0.025525543	0.024158835
20201106	-0.033095935	0.005386009	0.014962873
20201109	0.045539066	0.037773485	0.001854715
20201110	0.0122902	0.024692613	-0.004333031
20201111	-0.017248888	-0.052666465	0.017220598
20201112	-0.024319857	0.017575145	-0.007958414
20201113	-0.003401364	0.009536266	-0.030579606
20201116	0.001702128	0.040580378	0.013220211
20201117	-0.031968165	-0.001658375	0.035026622
20201118	0.057158414	0.002486533	0.010213366
20201119	0.010721752	-0.002486533	0.015421421
20201120	0.005725987	-0.004991691	-0.001767305
20201123	0.032895064	-0.022776185	0
20201124	0.008644455	0.011031083	-0.010669929
20201125	-0.01101506	-0.018739901	0.002975307
20201126	0.01569891	0.006855211	0.003558723
20201127	-0.021252276	0.003410063	0.029748475
20201130	-0.004784698	-0.013710583	-0.010398707
20201201	0.032248174	0.037260873	0.001740644
20201202	-0.020329082	-0.01086513	0.006932437
20201203	-0.024791354	0.010033529	-0.005773688
20201204	0.004846536	-0.00416841	-0.018113262
20201207	-0.000806127	-0.021960342	-0.025075941
20201208	0.008831852	-0.004278997	-0.004848494
20201209	-0.060974403	-0.000858001	-0.010381773
20201210	0.018519048	-0.031388802	-0.004923087
20201211	-0.024484127	-0.010685765	-0.014290395
20201214	0.042666446	-0.008089932	0.014290395
20201215	0.029852963	-0.007246409	-0.011790394
20201216	0.007917698	0.039220713	0.00498133
20201217	0.010200167	0.027587957	0.003719781
20201218	0.022386114	0.030153038	-0.006830204
20201221	0.045513263	-0.014962873	-0.008761007
20201222	-0.064781682	-0.044527904	0.001883831
20201223	0.077105144	-0.032935776	-0.018360756
20201224	0.024200469	0.018826195	-0.003200003
20201225	0.007705817	-0.005342844	0.007662873
20201228	-0.009113277	0.001784122	-0.003824096
20201229	-0.024956732	0	0.006365394
20201230	0.012912661	0.000890869	-0.01020417
20201231	0.015559013	0.012389539	0.014004048
